City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
212,Vestmannaeyjar,IS,2022-02-01 19:00:25,63.4427,-20.2734,37.67,73,100,20.24
213,Isangel,VU,2022-02-01 19:00:26,-19.55,169.2667,77.61,83,100,3.38
214,Mareeba,AU,2022-02-01 19:00:26,-17.0,145.4333,74.44,95,100,3.11
215,Provideniya,RU,2022-02-01 18:52:16,64.3833,-173.3,7.47,69,6,23.29
216,Namibe,AO,2022-02-01 19:00:27,-15.1961,12.1522,73.92,69,2,12.39
217,Upernavik,GL,2022-02-01 19:00:28,72.7868,-56.1549,-16.47,75,100,6.44
218,Yagodnoye,RU,2022-02-01 19:00:28,62.55,149.6667,-4.97,99,100,3.56
219,Fowa,NG,2022-02-01 19:00:29,8.9167,6.4,81.84,12,0,6.17
220,Praia,CV,2022-02-01 19:01:29,14.9215,-23.5087,77.54,65,98,13.8
221,Xunchang,CN,2022-02-01 19:01:30,28.4543,104.715,41.36,91,100,2.77
222,Kodiak,US,2022-02-01 19:01:30,57.79,-152.4072,38.71,93,100,18.41
223,Odweyne,SO,2022-02-01 19:01:31,9.4092,45.064,66.94,67,100,11.79
224,Huangmei,CN,2022-02-01 19:01:31,30.1924,116.025,35.74,88,100,9.4
225,Port Lincoln,AU,2022-02-01 19:00:10,-34.7333,135.8667,59.79,59,22,17.02
226,Strezhevoy,RU,2022-02-01 19:01:32,60.7333,77.5889,-5.82,97,100,5.84
227,Sanming,CN,2022-02-01 19:01:32,26.2486,117.6186,48.83,98,100,1.12
228,Nome,US,2022-02-01 18:59:30,64.5011,-165.4064,16.56,41,0,19.3
229,Arraial Do Cabo,BR,2022-02-01 18:52:18,-22.9661,-42.0278,84.16,74,75,10.36
230,Naryan-Mar,RU,2022-02-01 19:01:37,67.6713,53.087,-9.6,100,100,4.85
231,Les Cayes,HT,2022-02-01 18:52:14,18.2,-73.75,81.39,64,20,11.14
232,Kieta,PG,2022-02-01 19:01:37,-6.2167,155.6333,79.12,87,100,5.5
233,New Glasgow,CA,2022-02-01 18:57:44,45.5834,-62.6486,20.79,84,23,5.86
234,Natal,BR,2022-02-01 19:01:38,-5.795,-35.2094,84.81,63,21,12.37
235,Amahai,ID,2022-02-01 19:01:39,-3.3333,128.9167,78.06,81,99,6.53
236,Panguna,PG,2022-02-01 19:01:39,-6.3164,155.4848,68.7,95,83,1.39
237,Den Helder,NL,2022-02-01 19:01:39,52.9599,4.7593,49.98,81,100,21.0
238,Hovd,MN,2022-02-01 19:01:40,48.0056,91.6419,-6.11,92,100,0.25
239,Lavrentiya,RU,2022-02-01 19:01:40,65.5833,-171.0,2.57,71,6,18.75
240,Wau,SS,2022-02-01 19:01:41,7.7029,27.9953,78.12,20,22,4.52
241,San Juan,AR,2022-02-01 18:53:27,-31.5375,-68.5364,96.57,22,0,8.46
242,Benghazi,LY,2022-02-01 19:00:23,32.1167,20.0667,58.1,67,71,21.54
243,Aquin,HT,2022-02-01 19:01:42,18.2833,-73.4,79.65,69,43,6.08
244,Katubao,PH,2022-02-01 19:01:42,5.8892,124.8294,79.23,72,100,4.25
245,Aden,YE,2022-02-01 19:00:24,12.7794,45.0367,78.24,76,7,10.0
246,Leh,IN,2022-02-01 18:57:05,34.1667,77.5833,-5.22,79,49,3.31
247,Vao,NC,2022-02-01 19:01:43,-22.6667,167.4833,77.38,83,26,14.14
248,Preobrazheniye,RU,2022-02-01 19:01:44,42.9019,133.9064,13.46,66,1,8.59
249,Menongue,AO,2022-02-01 19:01:44,-14.6585,17.691,66.65,51,100,4.16
250,Port Hardy,CA,2022-02-01 19:01:07,50.6996,-127.4199,39.76,79,100,5.1
251,Souillac,MU,2022-02-01 18:52:02,-20.5167,57.5167,80.98,89,75,20.71
252,Laguna,US,2022-02-01 19:01:45,38.421,-121.4238,60.62,35,0,8.01
253,Lagoa,PT,2022-02-01 19:01:46,39.05,-27.9833,58.44,77,30,17.18
254,Dzaoudzi,YT,2022-02-01 19:01:46,-12.7887,45.2699,82.29,78,0,5.75
255,Vila Franca Do Campo,PT,2022-02-01 19:01:47,37.7167,-25.4333,62.2,75,92,10.09
256,Corinto,GR,2022-02-01 19:01:47,37.9407,22.9573,57.54,71,100,8.75
257,Birao,CF,2022-02-01 19:01:48,10.2849,22.7882,71.62,18,13,6.4
258,Banda Aceh,ID,2022-02-01 19:01:48,5.5577,95.3222,77.63,80,18,4.47
259,Tuatapere,NZ,2022-02-01 18:50:10,-46.1333,167.6833,66.81,87,100,7.4
260,Kutum,SD,2022-02-01 19:01:49,14.2,24.6667,60.82,20,5,6.96
261,Prince Rupert,CA,2022-02-01 18:57:10,54.3161,-130.3201,35.29,93,75,3.44
262,Tevriz,RU,2022-02-01 19:01:50,57.509,72.4042,-0.96,100,99,2.37
263,Chernyshevsk,RU,2022-02-01 19:01:50,52.5243,117.0174,-26.81,100,46,1.34
264,Dunedin,NZ,2022-02-01 19:01:59,-45.8742,170.5036,64.15,75,100,10.58
265,Soe,ID,2022-02-01 19:02:01,-9.8607,124.284,65.08,89,60,4.18
266,Palmer,US,2022-02-01 19:02:04,42.1584,-72.3287,35.49,58,75,1.01
267,Nemuro,JP,2022-02-01 19:02:06,43.3236,145.575,23.38,72,12,17.58
268,Gwadar,PK,2022-02-01 19:03:07,25.1216,62.3254,72.72,74,0,11.41
269,Atuona,PF,2022-02-01 18:53:19,-9.8,-139.0333,78.42,77,25,23.22
270,Sudbury,CA,2022-02-01 19:00:09,46.49,-80.99,34.05,67,100,17.78
271,Dolny Kubin,SK,2022-02-01 19:03:09,49.2098,19.3034,31.46,98,100,4.56
272,Dauphin,CA,2022-02-01 19:02:43,51.1494,-100.0502,-0.6,82,100,16.35
273,Cayenne,GF,2022-02-01 19:00:07,4.9333,-52.3333,78.84,92,75,8.01
274,Ushi,AM,2022-02-01 19:03:10,40.3487,44.3725,23.7,79,41,3.06
275,Wagar,SD,2022-02-01 19:03:10,16.1525,36.2032,72.43,51,0,15.03
276,Esil,KZ,2022-02-01 19:03:11,51.9556,66.4042,9.63,90,100,7.52
277,Walcz,PL,2022-02-01 19:03:11,53.2779,16.4712,33.24,98,100,14.34
278,Longyearbyen,SJ,2022-02-01 19:02:46,78.2186,15.6401,21.04,68,40,4.61
279,Puerto Del Rosario,ES,2022-02-01 19:03:12,28.5004,-13.8627,67.75,68,0,5.75
280,Kalmunai,LK,2022-02-01 19:03:12,7.4167,81.8167,73.99,74,0,4.05
281,Eston,CA,2022-02-01 19:03:13,51.1501,-108.7514,-7.08,85,99,13.65
282,Katsuura,JP,2022-02-01 19:03:13,35.1333,140.3,39.31,45,78,14.25
283,Bambous Virieux,MU,2022-02-01 19:03:14,-20.3428,57.7575,80.22,91,100,29.19
284,Ambon,ID,2022-02-01 19:03:14,-3.6954,128.1814,80.74,78,40,6.91
285,Lamas,PE,2022-02-01 19:03:15,-6.4167,-76.5333,84.67,39,76,6.22
286,Okhotsk,RU,2022-02-01 19:03:16,59.3833,143.3,0.25,77,8,16.28
287,Parang,PH,2022-02-01 19:03:16,7.3704,124.2697,73.69,81,100,3.31
288,Saint-Francois,FR,2022-02-01 19:03:17,46.4154,3.9054,42.67,97,100,10.04
289,Myitkyina,MM,2022-02-01 19:03:17,25.3833,97.4,52.16,98,27,3.74
290,Shimoda,JP,2022-02-01 18:58:28,34.6667,138.95,38.1,60,0,27.2
291,Bichena,ET,2022-02-01 19:03:18,10.45,38.2,61.66,41,46,4.21
292,Harnai,PK,2022-02-01 19:03:18,30.1005,67.9374,56.77,28,1,1.07
