City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Kalmunai,LK,7.4167,81.8167,74.12,78,95,4.88,overcast clouds
346,Isangel,VU,-19.55,169.2667,82.33,85,98,14.7,overcast clouds
347,Nemuro,JP,43.3236,145.575,25.23,68,99,18.57,overcast clouds
348,Nome,US,64.5011,-165.4064,-0.33,65,0,0.0,clear sky
349,Aden,YE,12.7794,45.0367,77.22,65,41,6.08,scattered clouds
350,Baykit,RU,61.67,96.37,6.22,95,90,5.21,overcast clouds
351,Bidar,IN,17.9,77.55,60.31,38,12,6.85,few clouds
352,Blagoyevo,RU,63.3667,47.9167,-0.38,96,15,5.26,few clouds
353,Verkhnevilyuysk,RU,63.4453,120.3167,-24.25,100,76,2.39,broken clouds
354,Esperance,AU,-33.8667,121.9,76.84,43,0,15.37,clear sky
355,Sao Filipe,CV,14.8961,-24.4956,73.09,72,0,9.24,clear sky
356,Akyab,MM,20.15,92.9,65.12,90,99,8.32,overcast clouds
357,Lavrentiya,RU,65.5833,-171.0,-14.53,95,18,10.25,few clouds
358,Impfondo,CG,1.6381,18.0667,68.5,28,63,2.59,broken clouds
359,Berlevag,NO,70.8578,29.0864,24.49,82,55,25.17,broken clouds
360,Smithers,CA,54.7804,-127.1743,41.32,60,100,0.0,overcast clouds
361,Christchurch,NZ,-43.5333,172.6333,59.95,76,100,9.22,overcast clouds
362,Salym,RU,60.0625,71.4789,15.71,97,100,2.44,overcast clouds
363,Banjar,ID,-8.19,114.9675,84.06,77,8,2.66,clear sky
364,Ngaoundere,CM,7.3167,13.5833,59.63,23,0,4.25,clear sky
365,Padang,ID,-0.9492,100.3543,71.65,92,100,3.51,overcast clouds
366,Samarai,PG,-10.6167,150.6667,84.72,70,100,4.43,overcast clouds
367,Del Rio,US,29.3627,-100.8968,55.51,30,0,10.36,clear sky
368,Goderich,CA,43.7501,-81.7165,14.92,73,97,8.05,overcast clouds
369,Gambela,ET,8.25,34.5833,76.68,32,7,2.55,clear sky
370,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,64,75,17.9,light shower snow
371,Halifax,CA,44.6453,-63.5724,19.09,85,81,7.0,broken clouds
372,Achit,RU,56.7985,57.8994,13.32,96,99,4.14,overcast clouds
373,Bassar,TG,9.25,0.7833,80.6,21,0,3.4,clear sky
374,Anadyr,RU,64.75,177.4833,-3.5,71,0,2.24,clear sky
375,Bima,ID,-8.4667,118.7167,83.14,80,30,5.37,scattered clouds
376,Killybegs,IE,54.6333,-8.45,44.46,80,99,26.33,overcast clouds
377,Alice Springs,AU,-23.7,133.8833,76.55,38,0,9.22,clear sky
378,Brownsville,US,25.9018,-97.4975,51.75,64,0,5.01,clear sky
379,Knysna,ZA,-34.0363,23.0471,62.98,82,0,7.47,clear sky
380,Bayir,TR,37.2687,28.2167,28.92,65,12,1.36,few clouds
381,Beyneu,KZ,45.3167,55.2,29.66,87,100,20.98,overcast clouds
382,Bamiantong,CN,44.9333,130.5333,-0.27,84,17,6.87,few clouds
383,Lalin,ES,42.7167,-8.1167,40.23,97,5,2.77,clear sky
384,Warmbad,NA,-28.45,18.7333,86.04,28,83,10.11,broken clouds
385,Tobermory,CA,45.2501,-81.6665,16.3,78,100,17.11,overcast clouds
386,Mecca,SA,21.4267,39.8261,60.76,49,0,5.55,clear sky
387,Kawalu,ID,-7.3817,108.2082,78.21,83,83,1.83,broken clouds
388,Klaksvik,FO,62.2266,-6.589,34.72,86,100,14.45,light snow
389,Atar,MR,20.5169,-13.0499,70.21,11,0,4.27,clear sky
390,Walvis Bay,NA,-22.9575,14.5053,68.95,83,100,6.91,overcast clouds
391,Eyl,SO,7.9803,49.8164,70.95,79,6,6.04,clear sky
392,Bemidji,US,47.4736,-94.8803,13.55,84,100,3.44,overcast clouds
393,Rawson,AR,-43.3002,-65.1023,61.59,45,90,11.92,overcast clouds
394,Beloye,UA,48.4952,39.0505,23.76,88,100,6.04,overcast clouds
395,San Pedro Buenavista,MX,16.0833,-93.1167,62.29,78,69,6.35,broken clouds
396,Rocha,UY,-34.4833,-54.3333,63.28,89,24,8.57,few clouds
397,Upernavik,GL,72.7868,-56.1549,-1.34,97,100,3.24,overcast clouds
398,Siguiri,GN,11.6667,-9.5,72.0,15,5,2.68,clear sky
399,Dali,CN,25.7,100.1833,44.87,87,99,6.98,light rain
400,Lamar,US,33.6668,-95.5836,42.46,48,0,5.75,clear sky
401,Lincoln,US,40.8,-96.667,48.27,29,0,5.01,clear sky
402,Pucara,PE,-15.9803,-71.4606,37.53,68,31,7.0,scattered clouds
403,Aklavik,CA,68.2191,-135.0107,-31.97,67,75,2.3,broken clouds
404,Sitka,US,57.0531,-135.33,42.69,75,100,29.93,moderate rain
405,Hambantota,LK,6.1241,81.1185,71.94,100,32,5.75,scattered clouds
406,Saint-Georges,GD,12.0564,-61.7485,76.68,83,20,14.97,few clouds
407,Potam,MX,27.6,-110.3833,72.19,48,0,9.66,clear sky
408,Vila Velha,BR,-20.3297,-40.2925,76.95,87,20,11.5,few clouds
409,Galesong,ID,-5.3166,119.3661,78.82,77,100,6.58,overcast clouds
410,Luderitz,NA,-26.6481,15.1594,65.8,84,89,8.81,overcast clouds
411,Allende,MX,25.2833,-100.0167,51.67,38,0,6.17,clear sky
412,Shelburne,CA,44.0787,-80.2041,12.09,65,99,6.85,overcast clouds
413,George Town,MY,5.4112,100.3354,79.9,93,20,1.99,few clouds
414,Kibara,TZ,-2.15,33.45,68.34,77,100,3.22,overcast clouds
415,Wadi Maliz,TN,36.4681,8.5495,48.65,88,100,3.94,overcast clouds
416,Zelenoborsk,RU,61.4669,64.0333,9.45,96,67,7.31,broken clouds
417,Bunia,CD,1.5667,30.25,64.65,61,100,2.15,overcast clouds
418,Ambikapur,IN,23.1167,83.2,45.52,58,6,2.64,clear sky
419,Vostok,RU,46.4856,135.8833,-2.45,89,100,3.4,overcast clouds
420,Ostrovnoy,RU,68.0531,39.5131,15.12,84,100,29.06,overcast clouds
421,Zihuatanejo,MX,17.6333,-101.55,84.29,70,0,0.0,clear sky
422,Sehithwa,BW,-20.4667,22.7167,70.74,84,100,4.59,light rain
423,Camacha,PT,33.0833,-16.3333,63.54,82,40,26.46,scattered clouds
424,Tateyama,JP,34.9833,139.8667,44.1,43,89,8.03,overcast clouds
425,Ahipara,NZ,-35.1667,173.1667,77.43,75,100,5.64,overcast clouds
426,Svetlogorsk,BY,52.6333,29.7333,31.42,91,100,15.12,overcast clouds
427,Kimbe,PG,-5.5502,150.1429,87.49,63,39,8.55,scattered clouds
428,San Ignacio,BZ,17.1561,-89.0714,68.14,100,100,9.22,overcast clouds
429,Lazaro Cardenas,MX,17.9583,-102.2,75.85,72,0,5.66,clear sky
430,Carros,FR,43.7894,7.184,48.72,77,0,11.5,clear sky
431,Fomboni,KM,-12.28,43.7425,82.62,74,73,16.73,light rain
432,Aricestii-Rahtivani,RO,44.95,25.8333,36.18,71,48,2.28,scattered clouds
433,Derzhavinsk,KZ,51.1,66.3167,10.15,77,100,14.16,overcast clouds
434,Yeniseysk,RU,58.4497,92.1703,16.29,96,100,5.01,overcast clouds
435,Arlit,NE,18.7369,7.3853,60.73,17,0,7.85,clear sky
436,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,84,86,11.14,overcast clouds
437,Kjollefjord,NO,70.9457,27.3465,24.24,81,39,26.22,scattered clouds
438,Inuvik,CA,68.3499,-133.7218,-24.59,68,20,0.0,few clouds
439,Khandyga,RU,62.6667,135.6,-35.91,99,95,2.26,overcast clouds
440,Marapanim,BR,-0.7175,-47.6997,74.86,94,100,2.55,overcast clouds
441,Fort Abbas,PK,29.1925,72.8536,54.43,44,0,9.75,clear sky
442,Sai Buri,TH,6.7013,101.6168,74.91,81,100,10.31,overcast clouds
443,Kerema,PG,-7.9631,145.7785,86.83,57,100,6.58,overcast clouds
444,Oussouye,SN,12.485,-16.5469,75.38,68,0,6.15,clear sky
445,Sakata,JP,38.9167,139.855,30.38,86,100,19.57,light snow
446,Adeje,ES,28.1227,-16.726,63.73,51,0,3.0,clear sky
447,Brownfield,US,33.1812,-102.2744,48.0,31,0,11.21,clear sky
448,San Pedro,PH,14.35,121.0167,80.35,68,20,10.36,few clouds
449,Dongying,CN,37.4564,118.4856,30.0,37,100,5.44,overcast clouds
450,Vaitape,PF,-16.5167,-151.75,81.12,73,14,19.8,light rain
451,Liverpool,GB,53.4106,-2.9779,50.14,85,75,15.99,broken clouds
452,Steinbach,DE,50.1667,8.5667,43.02,76,75,1.99,light rain
453,Sioux Lookout,CA,50.1001,-91.917,8.98,85,100,8.05,overcast clouds
454,Kinna,SE,57.5073,12.6946,41.45,95,100,14.47,overcast clouds
455,Husavik,IS,66.0449,-17.3389,30.11,85,100,27.72,snow
456,Mukhen,RU,48.1,136.1,1.42,88,100,4.05,overcast clouds
457,Fort Nelson,CA,58.8053,-122.7002,6.39,72,75,0.0,broken clouds
458,Gigmoto,PH,13.7796,124.39,78.04,82,36,16.44,scattered clouds
459,Bojnurd,IR,37.4747,57.329,33.75,86,75,11.5,broken clouds
460,Pontes E Lacerda,BR,-15.2261,-59.3353,73.76,93,10,1.34,clear sky
461,Sur,OM,22.5667,59.5289,70.77,45,0,7.07,clear sky
462,Suntar,RU,62.1444,117.6319,-1.88,98,95,4.16,overcast clouds
463,Boddam,GB,57.4667,-1.7833,37.38,73,70,19.51,broken clouds
464,Labytnangi,RU,66.6572,66.4183,-19.77,100,32,1.45,scattered clouds
465,Batagay-Alyta,RU,67.8006,130.4114,-25.1,99,100,3.38,overcast clouds
466,Half Moon Bay,US,37.4636,-122.4286,66.45,55,0,12.66,haze
467,Chimbote,PE,-9.0853,-78.5783,70.47,83,13,7.61,few clouds
468,Betare Oya,CM,5.6,14.0833,66.4,22,22,4.94,few clouds
469,Dakar,SN,14.6937,-17.4441,70.68,88,0,4.61,clear sky
470,Celestun,MX,20.8667,-90.4,71.74,77,91,19.6,overcast clouds
471,Gaoual,GN,11.75,-13.2,74.08,32,1,3.2,clear sky
472,Lagunas,PE,-5.2269,-75.6753,77.02,80,92,3.53,overcast clouds
473,Kinkala,CG,-4.3614,14.7644,75.51,95,100,3.33,light rain
474,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,73.06,87,96,2.42,overcast clouds
475,Borger,NL,52.9233,6.7931,46.78,93,100,26.44,overcast clouds
476,Darab,IR,28.7519,54.5444,46.76,84,0,1.63,clear sky
477,Sana,YE,15.3547,44.2067,56.57,61,59,3.76,broken clouds
478,Luau,AO,-10.7073,22.2247,61.32,96,100,2.84,overcast clouds
479,Kralendijk,BQ,12.15,-68.2667,75.18,83,40,3.44,scattered clouds
480,Palmer,US,42.1584,-72.3287,19.54,62,0,8.05,clear sky
481,Zalantun,CN,48.0,122.7167,3.7,79,27,5.93,scattered clouds
482,Teya,RU,60.3778,92.6267,5.07,98,100,2.95,overcast clouds
483,Fayaoue,NC,-20.65,166.5333,82.81,76,96,16.33,overcast clouds
484,Puri,IN,19.8,85.85,55.92,38,7,9.51,clear sky
485,Badvel,IN,14.75,79.05,68.67,98,79,3.06,broken clouds
486,Wasilla,US,61.5814,-149.4394,33.4,73,0,3.44,light snow
487,Klamath Falls,US,42.2249,-121.7817,51.71,37,0,3.0,clear sky
488,Ornes,NO,66.8689,13.7078,37.51,82,18,10.11,few clouds
489,Flinders,AU,-34.5833,150.8552,73.2,70,96,11.01,overcast clouds
490,Nerchinskiy Zavod,RU,51.3088,119.61,-9.65,93,99,1.97,overcast clouds
491,Marawi,PH,7.9986,124.2928,69.66,63,62,4.21,broken clouds
492,Shingu,JP,33.7333,135.9833,39.9,51,39,13.91,scattered clouds
493,Korla,CN,41.7597,86.1469,22.26,43,94,10.45,overcast clouds
494,Leshukonskoye,RU,64.8989,45.7622,2.26,94,41,7.78,scattered clouds
495,Hervey Bay,AU,-25.2986,152.8535,78.91,53,34,24.87,scattered clouds
496,Maneromango,TZ,-7.1988,38.7848,70.75,82,100,2.51,overcast clouds
497,Marsh Harbour,BS,26.5412,-77.0636,73.53,65,5,8.43,clear sky
498,Zakopane,PL,49.299,19.9489,27.99,72,99,5.01,overcast clouds
499,Porbandar,IN,21.6422,69.6093,64.51,74,0,3.83,clear sky
500,Vao,NC,-22.6667,167.4833,80.58,85,14,10.63,few clouds
501,Oranjemund,NA,-28.55,16.4333,66.42,82,99,5.57,overcast clouds
502,Pecos,US,31.4229,-103.4932,51.06,27,0,3.44,clear sky
503,Moron,AR,-34.6534,-58.6198,64.96,84,43,11.27,scattered clouds
504,Harer,ET,9.3094,42.1258,57.52,25,13,9.22,few clouds
505,Usevya,TZ,-7.1,31.2333,64.74,87,100,1.9,overcast clouds
506,Constitucion,CL,-35.3333,-72.4167,59.94,75,0,12.53,clear sky
507,Otautau,NZ,-46.15,168.0,57.43,54,99,4.54,overcast clouds
508,Tupik,RU,54.4253,119.9327,-9.58,93,80,2.37,broken clouds
509,Saldanha,ZA,-33.0117,17.9442,69.85,71,73,3.69,broken clouds
510,Mnogovershinnyy,RU,53.9353,139.9242,0.05,80,100,5.97,overcast clouds
511,Mangan,IN,27.5167,88.5333,39.74,74,0,9.62,clear sky
512,Kieta,PG,-6.2167,155.6333,87.49,64,10,9.35,clear sky
513,Faya,SA,18.3851,42.4509,50.11,76,0,1.95,clear sky
514,Lira,UG,2.235,32.9097,69.17,68,100,4.45,overcast clouds
515,Cilegon,ID,-6.0174,106.0538,76.89,91,100,13.71,overcast clouds
516,Merauke,ID,-8.4667,140.3333,84.52,71,100,10.29,overcast clouds
517,Tukrah,LY,32.5341,20.5791,54.63,69,93,12.82,overcast clouds
518,Labuhan,ID,-6.8844,112.2051,80.91,82,49,12.19,scattered clouds
519,Hirado,JP,33.3597,129.5531,39.38,52,63,20.22,broken clouds
520,Limon,CR,10.0,-83.0333,75.96,74,4,1.43,clear sky
521,Biak,ID,-0.9131,122.8766,82.0,70,72,0.94,broken clouds
522,Brunico,IT,46.7958,11.9364,33.66,71,6,1.72,clear sky
523,Sangar,RU,63.9242,127.4739,-33.02,98,100,3.58,overcast clouds
524,Mattru,SL,7.6244,-11.8332,72.21,93,54,1.72,broken clouds
525,Ransang,PH,8.9603,117.5828,81.91,73,33,8.77,scattered clouds
526,Pafos,CY,34.7667,32.4167,47.98,76,40,5.75,scattered clouds
527,Yuanping,CN,38.7153,112.7575,25.12,30,100,3.62,overcast clouds
528,Port-Gentil,GA,-0.7193,8.7815,79.02,82,10,11.34,clear sky
529,Tabuk,PH,17.4189,121.4443,69.4,93,100,2.21,overcast clouds
530,Chumikan,RU,54.7183,135.315,0.73,75,100,13.0,overcast clouds
531,Asau,RO,46.4333,26.4,30.4,92,23,5.95,few clouds
532,Veraval,IN,20.9,70.3667,63.48,82,5,8.08,clear sky
533,Chifeng,CN,42.2683,118.9636,12.22,61,0,8.19,clear sky
534,Katobu,ID,-4.9408,122.5276,82.54,74,97,5.12,overcast clouds
535,Santa Maria,BR,-29.6842,-53.8069,74.5,100,0,0.0,clear sky
536,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,8.47,61,56,17.27,broken clouds
537,College,US,64.8569,-147.8028,14.2,80,100,0.0,light snow
538,Liyang,CN,29.7057,118.2862,39.27,61,100,3.78,overcast clouds
539,Namtsy,RU,62.7161,129.6658,-27.29,99,100,1.74,overcast clouds
540,Baisha,CN,26.5222,110.9311,41.2,87,100,2.35,overcast clouds
541,Ucluelet,CA,48.9329,-125.5528,47.08,90,99,3.71,overcast clouds
542,Evora,PT,38.5667,-7.9,43.74,76,0,6.89,clear sky
543,Yakeshi,CN,49.2833,120.7333,-8.27,94,97,4.47,overcast clouds
544,Vardo,NO,70.3705,31.1107,27.1,79,100,27.96,overcast clouds
545,Mujiayingzi,CN,42.1167,118.7833,12.65,60,0,9.15,clear sky
546,Buin,CL,-33.7333,-70.75,79.74,49,0,3.0,clear sky
547,Uberaba,BR,-19.7483,-47.9319,75.78,83,20,5.75,few clouds
548,Santiago Del Estero,AR,-27.7951,-64.2615,72.54,53,100,16.37,overcast clouds
549,Grootfontein,NA,-19.5667,18.1167,65.77,82,100,6.91,overcast clouds
550,Saint-Leu,RE,-21.15,55.2833,77.86,77,100,4.14,overcast clouds
551,Sorong,ID,-0.8833,131.25,83.43,73,100,10.87,overcast clouds
552,Trairi,BR,-3.2778,-39.2689,77.7,84,10,6.76,clear sky
553,Pascagoula,US,30.3658,-88.5561,46.45,62,0,3.44,clear sky
554,Sembe,CG,1.6481,14.5806,69.3,29,69,0.6,broken clouds
555,Viedma,AR,-40.8135,-62.9967,56.61,62,0,7.67,clear sky
556,Turbat,PK,26.0023,63.044,63.59,83,0,1.32,clear sky
557,Keetmanshoop,NA,-26.5833,18.1333,82.02,30,6,11.23,clear sky
558,Kimamba,TZ,-6.7833,37.1333,71.62,81,100,2.48,overcast clouds
559,Yangambi,CD,0.8102,24.4336,70.47,78,100,1.74,overcast clouds
560,Pomichna,UA,48.2422,31.4158,30.02,89,98,11.74,overcast clouds
561,Dorado,PR,18.4588,-66.2677,73.47,67,55,10.4,light rain
562,Kapustin Yar,RU,48.5831,45.7372,17.58,85,100,13.47,overcast clouds
563,Santa Rosalia,MX,27.3167,-112.2833,59.38,51,0,7.11,clear sky
564,Terney,RU,45.0503,136.6092,8.67,64,15,12.91,few clouds
565,Nizhniy Tsasuchey,RU,50.5167,115.1333,-3.68,94,5,5.08,clear sky
566,Sinazongwe,ZM,-17.2614,27.4618,72.68,85,100,5.17,light rain
567,Antalaha,MG,-14.9003,50.2788,77.09,77,100,3.53,overcast clouds
568,Formosa,AR,-26.1775,-58.1781,80.58,54,0,6.91,clear sky
569,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.06,91,100,2.66,overcast clouds
570,Belen,TR,36.4891,36.2233,30.34,100,20,3.44,few clouds
571,Makat,KZ,47.6469,53.3463,25.63,86,98,17.87,overcast clouds
572,Kloulklubed,PW,7.0419,134.2556,77.5,79,72,22.21,broken clouds
573,Necochea,AR,-38.5473,-58.7368,60.04,61,100,20.18,overcast clouds
574,Boca Do Acre,BR,-8.7522,-67.3978,72.32,97,100,1.32,overcast clouds
575,Itajobi,BR,-21.3181,-49.0544,72.39,96,100,3.06,overcast clouds
576,Siniscola,IT,40.5719,9.6922,42.35,80,68,5.91,broken clouds
577,Betong,TH,5.7743,101.0723,73.58,85,100,2.48,overcast clouds
578,Kiruna,SE,67.8557,20.2251,23.92,93,100,23.02,overcast clouds
579,Itarema,BR,-2.9248,-39.9167,78.75,83,3,10.0,clear sky
580,El Campo,US,29.1966,-96.2697,44.58,42,0,0.0,clear sky
581,Boksitogorsk,RU,59.474,33.8485,19.6,95,100,8.28,snow
582,Soure,BR,-0.7167,-48.5233,77.88,87,100,7.18,overcast clouds
583,Rawatsar,IN,29.2833,74.3833,51.12,68,2,8.19,clear sky
584,Shimanovsk,RU,52.0,127.7,-0.63,81,36,5.19,scattered clouds
585,Uong Bi,VN,21.0333,106.7833,55.38,85,100,3.33,overcast clouds
586,Isiro,CD,2.7739,27.616,66.0,34,100,1.83,overcast clouds
587,Mananjary,MG,-21.2167,48.3333,78.04,84,100,26.26,moderate rain
588,Aurangabad,IN,19.8833,75.3333,55.49,67,40,0.0,haze
589,Paducah,US,37.0834,-88.6001,28.62,63,0,3.44,clear sky
590,Xining,CN,36.6167,101.7667,11.14,88,100,2.89,overcast clouds
591,Ugra,RU,54.7777,34.3267,21.15,96,100,5.88,snow
592,Xichang,CN,27.8964,102.2634,44.85,89,100,1.57,overcast clouds
593,Port Hardy,CA,50.6996,-127.4199,44.78,87,100,4.61,overcast clouds
594,Mubende,UG,0.5606,31.39,60.3,93,100,1.21,overcast clouds
595,Agadez,NE,19.75,10.25,54.81,25,0,4.14,clear sky
596,Turukhansk,RU,65.8167,87.9833,-21.5,100,96,1.74,overcast clouds
597,Neiafu,TO,-18.65,-173.9833,77.68,94,75,6.91,light rain
598,Qaqortoq,GL,60.7167,-46.0333,0.1,74,100,5.28,overcast clouds
599,Russell,US,32.3502,-85.1999,44.2,67,0,5.41,clear sky
600,Bedele,ET,8.456,36.353,55.94,60,27,2.37,scattered clouds
601,Berbera,SO,10.4396,45.0143,75.54,59,93,7.58,overcast clouds
602,Olafsvik,IS,64.8945,-23.7142,30.83,74,100,35.9,overcast clouds
603,Kamaishi,JP,39.2667,141.8833,23.95,53,47,13.82,scattered clouds
604,Kassala,SD,15.451,36.4,64.54,54,0,5.88,clear sky
605,Vilyuysk,RU,63.7553,121.6247,-22.81,100,94,2.66,overcast clouds
606,Wawa,NG,9.9022,4.4192,73.96,26,0,5.86,clear sky
607,Adwa,ET,14.1646,38.8955,57.0,75,4,2.46,clear sky
608,Wanaka,NZ,-44.7,169.15,62.11,46,4,3.0,clear sky
609,Mormugao,IN,15.4,73.8,67.26,94,62,2.3,broken clouds
610,Kailahun,SL,8.2833,-10.5667,67.05,58,6,1.61,clear sky
611,Chake Chake,TZ,-5.2459,39.7666,77.77,86,100,7.16,overcast clouds
612,Maniitsoq,GL,65.4167,-52.9,2.88,95,100,3.0,snow
613,Lodingen,NO,68.414,15.9951,37.54,87,98,20.22,overcast clouds
614,Alyangula,AU,-13.8483,136.4192,84.07,79,40,6.91,scattered clouds
615,Krasnoselkup,RU,65.7,82.4667,-14.44,100,94,3.24,overcast clouds
616,Brekstad,NO,63.687,9.6654,38.01,69,75,9.22,broken clouds
617,Jumla,NP,29.2747,82.1838,26.17,47,0,6.46,clear sky
618,Taungdwingyi,MM,20.0167,95.55,64.67,80,12,6.06,few clouds
619,Muisne,EC,0.6,-80.0333,76.12,85,92,3.51,overcast clouds
620,Khorixas,NA,-20.3667,14.9667,68.52,51,100,7.14,overcast clouds
621,Te Anau,NZ,-45.4167,167.7167,64.06,40,2,5.37,clear sky
622,Juneau,US,58.3019,-134.4197,39.2,94,100,34.52,moderate rain
623,Surskoye,RU,54.4821,46.7214,17.24,96,100,4.7,overcast clouds
624,Axim,GH,4.8699,-2.2405,78.55,87,13,7.34,light rain
625,Maicao,CO,11.3832,-72.2432,75.36,70,5,4.99,clear sky
626,Mahibadhoo,MV,3.7833,72.9667,81.09,68,21,6.06,few clouds
627,Ithaca,US,42.4406,-76.4966,10.49,61,0,4.61,clear sky
628,Inta,RU,66.0317,60.1659,-14.24,96,31,2.91,scattered clouds
629,Kilindoni,TZ,-7.9139,39.6668,79.61,75,100,7.45,overcast clouds
630,Harboore,DK,56.6175,8.1807,39.76,86,100,15.97,overcast clouds
631,Kismayo,SO,-0.3582,42.5454,77.02,81,100,11.52,overcast clouds
632,Canon City,US,38.441,-105.2424,47.55,34,0,10.36,clear sky
633,Dubai,AE,25.2582,55.3047,71.85,64,20,17.27,few clouds
634,Bilma,NE,18.6853,12.9164,58.77,21,0,8.57,clear sky
635,Myitkyina,MM,25.3833,97.4,55.85,99,97,0.96,overcast clouds
636,Ossora,RU,59.2353,163.0719,15.39,82,100,11.3,overcast clouds
637,Uruzgan,AF,32.8333,66.0,43.74,44,100,5.12,overcast clouds
638,Itapipoca,BR,-3.4944,-39.5786,74.46,86,5,3.89,clear sky
639,Panaba,MX,21.2833,-88.2667,70.03,88,86,8.79,overcast clouds
640,Abu Dhabi,AE,24.4667,54.3667,68.11,67,0,1.01,clear sky
641,Tura,IN,25.5198,90.2201,47.77,90,0,3.04,clear sky
642,Tiznit,MA,29.5833,-9.5,61.45,23,64,4.23,broken clouds
643,Mae Hong Son,TH,19.3003,97.9685,66.34,100,75,0.0,mist
644,Port Lincoln,AU,-34.7333,135.8667,78.75,47,12,17.92,few clouds
645,Port Hedland,AU,-20.3167,118.5667,87.85,74,75,8.05,broken clouds
646,Desaguadero,PE,-16.5656,-69.0417,50.14,70,96,7.94,overcast clouds
647,Manoel Urbano,BR,-8.8389,-69.2597,73.06,97,100,2.21,overcast clouds
648,Nizwa,OM,22.9333,57.5333,64.83,35,0,2.06,clear sky
649,Owo,NG,7.1962,5.5868,69.85,40,48,0.76,scattered clouds
650,Malinyi,TZ,-8.9333,36.1333,72.05,85,100,1.28,overcast clouds
651,Garden City,US,42.3256,-83.331,19.65,81,75,1.99,broken clouds
652,Saint Anthony,US,45.0205,-93.218,26.29,70,100,4.0,overcast clouds
653,Disna,BY,55.568,28.1971,32.18,89,100,12.77,overcast clouds
654,Ayan,RU,56.45,138.1667,-6.45,74,4,11.56,clear sky
655,Kautokeino,NO,69.0125,23.0412,22.73,92,99,22.95,overcast clouds
656,Emerald,AU,-23.5333,148.1667,80.74,41,0,12.66,clear sky
657,Palafrugell,ES,41.9174,3.1631,49.57,17,27,5.03,scattered clouds
658,Kurilsk,RU,45.2333,147.8833,22.87,86,100,15.05,light snow
659,Puerto Del Rosario,ES,28.5004,-13.8627,65.88,88,0,10.36,clear sky
660,Bida,NG,9.0833,6.0167,74.35,19,0,6.24,clear sky
661,Susanville,US,40.4163,-120.653,51.64,32,0,5.75,clear sky
662,Bulawayo,ZW,-20.15,28.5833,60.8,87,89,16.75,overcast clouds
663,Porciuncula,BR,-20.9628,-42.0408,72.93,95,100,4.85,overcast clouds
664,Ueno,JP,34.75,136.1333,36.28,51,7,15.95,clear sky
665,Olinda,BR,-8.0089,-34.8553,82.13,65,0,6.91,clear sky
666,Great Yarmouth,GB,52.6083,1.7305,50.25,77,100,31.09,overcast clouds
667,Udachnyy,RU,66.4167,112.4,-31.43,100,89,2.3,overcast clouds
668,Portao,BR,-29.7017,-51.2419,75.63,89,99,1.14,overcast clouds
669,Aleksandrov Gay,RU,50.147,48.5704,9.12,96,100,8.93,overcast clouds
670,Kandrian,PG,-6.2167,149.55,88.86,62,99,10.29,overcast clouds
671,West Plains,US,36.7281,-91.8524,37.08,59,0,0.0,clear sky
672,Vysokogornyy,RU,50.1167,139.15,-2.47,92,97,5.21,overcast clouds
673,Dubbo,AU,-32.25,148.6167,71.73,49,100,17.27,overcast clouds
674,Ulladulla,AU,-35.35,150.4667,71.87,58,6,13.78,clear sky
675,Sjenica,RS,43.2731,19.9994,25.75,99,98,1.86,overcast clouds
676,Byron Bay,AU,-28.65,153.6167,75.16,67,100,19.55,overcast clouds
677,Jaltocan,MX,21.15,-98.5333,46.65,66,10,1.86,clear sky
678,Gboko,NG,7.3179,8.9951,75.06,18,0,8.93,clear sky
679,Aitape,PG,-3.1374,142.3475,84.29,71,100,6.29,overcast clouds
680,La Ronge,CA,55.1001,-105.2842,-3.75,71,100,1.14,overcast clouds
681,Broome,US,42.2506,-75.833,9.18,66,0,4.61,clear sky
682,Jiuquan,CN,39.7432,98.5174,13.95,81,100,3.74,light snow
