City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
444,Oussouye,SN,75.38,clear sky,12.485,-16.5469,Auberge du Routard
446,Adeje,ES,63.73,clear sky,28.1227,-16.726,Gran Tacande Wellness & Relax
448,San Pedro,PH,80.35,few clouds,14.35,121.0167,Villa Veronica Resort Private Pool
450,Vaitape,PF,81.12,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
451,Liverpool,GB,50.14,broken clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
458,Gigmoto,PH,78.04,scattered clouds,13.7796,124.39,Cj's Travellers Inn
460,Pontes E Lacerda,BR,73.76,clear sky,-15.2261,-59.3353,Hotel Bressan
461,Sur,OM,70.77,clear sky,22.5667,59.5289,Sur Plaza Hotel
466,Half Moon Bay,US,66.45,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
467,Chimbote,PE,70.47,few clouds,-9.0853,-78.5783,Hotel Viera Chimbote
468,Betare Oya,CM,66.4,few clouds,5.6,14.0833,Auberge Tembina Betaré Oya
469,Dakar,SN,70.68,clear sky,14.6937,-17.4441,Redface Studios Meublés
470,Celestun,MX,71.74,overcast clouds,20.8667,-90.4,Posada Lilia
471,Gaoual,GN,74.08,clear sky,11.75,-13.2,Hotel koliba
472,Lagunas,PE,77.02,overcast clouds,-5.2269,-75.6753,Hospedaje Eco
473,Kinkala,CG,75.51,light rain,-4.3614,14.7644,Hotel la Pepeche Kinkala
474,Chapada Dos Guimaraes,BR,73.06,overcast clouds,-15.4606,-55.7497,Pousada Morro Dos Ventos
477,Sana,YE,56.57,broken clouds,15.3547,44.2067,Sindbad Hotel
478,Luau,AO,61.32,overcast clouds,-10.7073,22.2247,Casa- Bernardo Cândido
479,Kralendijk,BQ,75.18,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
483,Fayaoue,NC,82.81,overcast clouds,-20.65,166.5333,Chez Dydyce Guesthouse
484,Puri,IN,55.92,clear sky,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
485,Badvel,IN,68.67,broken clouds,14.75,79.05,UNS Residency Lodge A/c
487,Klamath Falls,US,51.71,clear sky,42.2249,-121.7817,"Holiday Inn Express & Suites Klamath Falls Central, an IHG Hotel"
489,Flinders,AU,73.2,overcast clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
491,Marawi,PH,69.66,broken clouds,7.9986,124.2928,Derogongan Residence
495,Hervey Bay,AU,78.91,scattered clouds,-25.2986,152.8535,Shelly Bay Resort
497,Marsh Harbour,BS,73.53,clear sky,26.5412,-77.0636,Abaco Beach Resort
499,Porbandar,IN,64.51,clear sky,21.6422,69.6093,Lords Inn Porbandar
500,Vao,NC,80.58,few clouds,-22.6667,167.4833,Hotel Kou-Bugny
502,Pecos,US,51.06,clear sky,31.4229,-103.4932,Knights Inn & Suites Pecos
503,Moron,AR,64.96,scattered clouds,-34.6534,-58.6198,Hotel Morón
504,Harer,ET,57.52,few clouds,9.3094,42.1258,Amir Cultural Harari Guesthouse
506,Constitucion,CL,59.94,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
507,Otautau,NZ,57.43,overcast clouds,-46.15,168.0,Otautau Hotel
509,Saldanha,ZA,69.85,broken clouds,-33.0117,17.9442,Blue Bay Lodge
513,Faya,SA,50.11,clear sky,18.3851,42.4509,املاك خالد الشعشوع
514,Lira,UG,69.17,overcast clouds,2.235,32.9097,ST Lira Hotel Limited
515,Cilegon,ID,76.89,overcast clouds,-6.0174,106.0538,Amaris Hotel Cilegon
517,Tukrah,LY,54.63,overcast clouds,32.5341,20.5791,Lagrota restaurant
518,Labuhan,ID,80.91,scattered clouds,-6.8844,112.2051,DoubleFAG
520,Limon,CR,75.96,clear sky,10.0,-83.0333,Hotel Playa Bonita
521,Biak,ID,82.0,broken clouds,-0.9131,122.8766,Penginapan Kim
524,Mattru,SL,72.21,broken clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
525,Ransang,PH,81.91,scattered clouds,8.9603,117.5828,Black and Crystal Sand Campsite
528,Port-Gentil,GA,79.02,clear sky,-0.7193,8.7815,Fengshui Residence
529,Tabuk,PH,69.4,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
532,Veraval,IN,63.48,clear sky,20.9,70.3667,Lords Inn Somnath
534,Katobu,ID,82.54,overcast clouds,-4.9408,122.5276,La Ode Husein
535,Santa Maria,BR,74.5,clear sky,-29.6842,-53.8069,Hotel Morotin
546,Buin,CL,79.74,clear sky,-33.7333,-70.75,Paihuen
547,Uberaba,BR,75.78,few clouds,-19.7483,-47.9319,Tamareiras Park Hotel
548,Santiago Del Estero,AR,72.54,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
550,Saint-Leu,RE,77.86,overcast clouds,-21.15,55.2833,La Caz Oceane
551,Sorong,ID,83.43,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
552,Trairi,BR,77.7,clear sky,-3.2778,-39.2689,janelas do mar
555,Viedma,AR,56.61,clear sky,-40.8135,-62.9967,Hotel Cristal
556,Turbat,PK,63.59,clear sky,26.0023,63.044,Mubashar Quarters
561,Dorado,PR,73.47,light rain,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
563,Santa Rosalia,MX,59.38,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
566,Sinazongwe,ZM,72.68,light rain,-17.2614,27.4618,Lakeview Lodge
567,Antalaha,MG,77.09,overcast clouds,-14.9003,50.2788,Hotel Vitasoa
568,Formosa,AR,80.58,clear sky,-26.1775,-58.1781,Hotel Portal del Sol
569,Santa Isabel Do Rio Negro,BR,75.06,overcast clouds,-0.4139,-65.0192,Hotel GSA
572,Kloulklubed,PW,77.5,broken clouds,7.0419,134.2556,Storyboard Beach Resort
573,Necochea,AR,60.04,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
574,Boca Do Acre,BR,72.32,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
575,Itajobi,BR,72.39,overcast clouds,-21.3181,-49.0544,Bruno Ferreira
577,Betong,TH,73.58,overcast clouds,5.7743,101.0723,New Cathay Hotel
579,Itarema,BR,78.75,clear sky,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
582,Soure,BR,77.88,overcast clouds,-0.7167,-48.5233,Casarão da Amazônia
583,Rawatsar,IN,51.12,clear sky,29.2833,74.3833,Honda Service Center
585,Uong Bi,VN,55.38,overcast clouds,21.0333,106.7833,khach san Trung lien
586,Isiro,CD,66.0,overcast clouds,2.7739,27.616,Guest House Hewa Bora
587,Mananjary,MG,78.04,moderate rain,-21.2167,48.3333,Vahiny Lodge
588,Aurangabad,IN,55.49,haze,19.8833,75.3333,OYO Rooms 012 Kushal Nagar
594,Mubende,UG,60.3,overcast clouds,0.5606,31.39,Nakayima Hotel
597,Neiafu,TO,77.68,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
